"id","movie_id","pornmodel_id"
"205","47808","2"
"206","47809","2"
"207","47810","2"
"208","47811","2"
"209","47812","33"
"210","47813","32"
"211","47814","2"
"212","47815","2"
"213","47816","2"
"214","47817","2"
"215","47818","2"
"216","47819","6"
"217","47820","2"
"218","47821","2"
"219","47822","2"
"220","47823","2"
"221","47824","2"
"222","47825","2"
"223","47826","2"
"224","47827","2"
"225","47828","2"
"226","47829","2"
"227","47830","2"
"228","47831","34"
"229","47832","5"
"230","47833","34"
"231","47834","35"
"232","47835","2"
"233","47836","2"
"234","47837","2"
"235","47838","2"
"236","47839","2"
"237","47840","2"
"238","47841","2"
"239","47842","2"
"240","47843","2"
"241","47844","2"
"242","47845","2"
"243","47846","2"
"244","47847","2"
"245","47848","2"
"246","47849","2"
"247","47850","2"
"248","47851","2"
"249","47852","2"
"250","47853","2"
"251","47854","2"
"252","47855","2"
"253","47856","2"
"254","47857","2"
"255","47858","2"
"256","47859","2"
"257","47860","2"
"258","47861","2"
"259","47862","2"
"260","47863","2"
"261","47864","2"
"262","47865","2"
"263","47866","2"
"264","47867","2"
"265","47868","2"
"266","47869","2"
"267","47870","2"
"268","47871","4"
"269","47872","6"
"270","47873","4"
"271","47874","34"
"272","47875","2"
"273","47876","2"
"274","47877","2"
"275","47878","32"
"276","47879","2"
"277","47880","2"
"278","47881","2"
"279","47882","2"
"280","47883","6"
"281","47884","2"
"282","47885","2"
"283","47886","2"
"284","47887","2"
"285","47888","2"
"286","47889","2"
"287","47890","4"
"288","47891","2"
"289","47892","2"
"290","47893","2"
"291","47894","2"
"292","47895","2"
"293","47896","2"
"294","47897","2"
"295","47898","2"
"296","47899","6"
"297","47900","6"
"298","47901","2"
"299","47902","2"
"300","47903","2"
"301","47904","2"
"302","47905","2"
"303","47906","2"
"304","47907","2"
"305","47908","4"
"306","47909","2"
"307","47910","2"
"308","47911","2"
"309","47912","2"
"310","47913","2"
"311","47914","2"
"312","47915","2"
"313","47916","2"
"314","47917","2"
"315","47918","2"
"316","47919","2"
"317","47920","2"
"318","47921","2"
"319","47922","2"
"320","47923","2"
"321","47924","2"
"322","47925","2"
"323","47926","2"
"324","47927","6"
"325","47928","2"
"326","47929","32"
"327","47930","2"
"328","47931","2"
"329","47932","2"
"330","47933","32"
"331","47934","3"
"332","47935","2"
"333","47936","2"
"334","47937","2"
"335","47938","36"
"336","47939","36"
"337","47940","2"
"338","47941","2"
"339","47942","2"
"340","47943","5"
"341","47944","32"
"342","47945","2"
"343","47946","2"
"344","47947","2"
"345","47948","2"
"346","47949","2"
"347","47950","2"
"348","47951","2"
"349","47952","2"
"350","47953","2"
"351","47954","2"
"352","47955","2"
"353","47956","2"
"354","47957","2"
"355","47958","2"
"356","47959","2"
"357","47960","32"
"358","47961","2"
"359","47962","2"
"360","47963","2"
"361","47964","2"
"362","47965","2"
"363","47966","2"
"364","47967","2"
"365","47968","2"
"366","47969","2"
"367","47970","2"
"368","47971","2"
"369","47972","2"
"370","47973","2"
"371","47974","2"
"372","47975","2"
"373","47976","2"
"374","47977","2"
"375","47978","2"
"376","47979","2"
"377","47980","2"
"378","47981","2"
"379","47982","2"
"380","47983","2"
"381","47984","2"
"382","47985","2"
"383","47986","2"
"384","47987","2"
"385","47988","2"
"386","47989","2"
"387","47990","2"
"388","47991","2"
"389","47992","2"
"390","47993","5"
"391","47994","2"
"392","47995","2"
"393","47996","2"
"394","47997","2"
"395","47998","2"
"396","47999","2"
"397","48000","2"
"398","48001","2"
"399","48002","2"
"400","48003","2"
"401","48004","2"
"402","48005","7"
"403","48006","7"
"404","48007","7"
"405","48008","7"
"406","48009","7"
"407","48010","7"
"408","48011","7"
"409","48012","2"
"410","48013","37"
"411","48013","38"
"412","48014","39"
"413","48015","40"
"414","48016","41"
"415","48017","42"
"416","48018","43"
"417","48019","7"
"418","48020","7"
"419","48021","7"
"420","48022","7"
"421","48023","7"
"422","48024","7"
"423","48025","2"
"424","48026","2"
"425","48027","2"
"426","48028","2"
"427","48029","2"
"428","48030","2"
"429","48031","7"
"430","48032","7"
"431","48033","7"
"432","48034","7"
"433","48035","7"
"434","48036","7"
"435","48037","7"
"436","48038","7"
"437","48039","44"
"438","48040","44"
"439","48041","45"
"440","48042","46"
"441","48043","45"
"442","48044","45"
"443","48045","7"
"444","48046","7"
"445","48047","7"
"446","48048","7"
"447","48049","7"
"448","48050","7"
"449","48051","7"
"450","48052","7"
"451","48053","47"
"452","48054","48"
"453","48055","2"
"454","48056","2"
"455","48057","49"
"456","48058","2"
"457","48059","2"
"458","48060","7"
"459","48061","7"
"460","48062","7"
"461","48063","7"
"462","48064","7"
"463","48065","7"
"464","48066","7"
"465","48067","7"
"466","48068","2"
"467","48069","2"
"468","48070","2"
"469","48071","2"
"470","48072","2"
"471","48073","7"
"472","48074","7"
"473","48075","7"
"474","48076","7"
"475","48077","7"
"476","48078","7"
"477","48079","7"
"478","48080","7"
"479","48081","7"
"480","48082","7"
"481","48083","7"
"482","48084","7"
"483","48085","7"
"484","48086","7"
"485","48087","7"
"486","48088","7"
"487","48089","7"
"488","48090","7"
"489","48091","7"
"490","48092","7"
"491","48093","7"
"492","48094","7"
"493","48095","7"
"494","48096","7"
"495","48097","7"
"496","48098","7"
"497","48099","7"
"498","48100","7"
"499","48101","7"
"500","48102","7"
"501","48103","7"
"502","48104","7"
"503","48105","7"
"504","48106","7"
"505","48107","7"
"506","48108","7"
"507","48109","7"
"508","48110","7"
"509","48111","2"
"510","48112","7"
"511","48113","7"
"512","48114","7"
"513","48115","7"
"514","48116","2"
"515","48117","2"
"516","48118","7"
"517","48119","7"
"518","48120","7"
"519","48121","2"
"520","48122","7"
"521","48123","7"
"522","48124","7"
"523","48125","7"
"524","48126","7"
"525","48127","7"
"526","48128","7"
"527","48129","2"
"528","48130","7"
"529","48131","2"
"530","48132","2"
"531","48133","2"
"532","48134","2"
"533","48135","2"
"534","48136","2"
"535","48137","2"
"536","48138","2"
"537","48139","2"
"538","48140","2"
"539","48141","2"
"540","48142","2"
"541","48143","2"
"542","48144","2"
"543","48145","2"
"544","48146","2"
"545","48147","50"
"546","48148","2"
"547","48149","2"
"548","48150","2"
"549","48151","2"
"550","48152","2"
"551","48153","2"
"552","48154","2"
"553","48155","2"
"554","48156","2"
"555","48157","2"
"556","48158","2"
"557","48159","2"
"558","48160","2"
"559","48161","2"
"560","48162","2"
"561","48163","2"
"562","48164","2"
"563","48165","2"
"564","48166","2"
"565","48167","2"
"566","48168","2"
"567","48169","2"
"568","48170","2"
"569","48171","2"
"570","48172","2"
"571","48173","2"
"572","48174","2"
"573","48175","2"
"574","48176","2"
"575","48177","2"
"576","48178","2"
"577","48179","2"
"578","48180","2"
"579","48181","2"
"580","48182","2"
"581","48183","2"
"582","48184","2"
"583","48185","2"
"584","48186","2"
"585","48187","2"
"586","48188","2"
"587","48189","2"
"588","48190","2"
"589","48191","2"
"590","48192","2"
"591","48193","2"
"592","48194","2"
"593","48195","2"
"594","48196","2"
"595","48197","2"
"596","48198","2"
"597","48199","2"
"598","48200","2"
"599","48201","2"
"600","48202","2"
"601","48203","2"
"602","48204","2"
"603","48205","2"
"604","48206","2"
"605","48207","2"
"606","48208","2"
"607","48209","2"
"608","48210","2"
"609","48211","2"
"610","48212","2"
"611","48213","2"
"612","48214","2"
"613","48215","2"
"614","48216","2"
"615","48217","2"
"616","48218","2"
"617","48219","2"
"618","48220","2"
"619","48221","2"
"620","48222","2"
"621","48223","2"
"622","48224","2"
"623","48225","2"
"624","48226","2"
"625","48227","2"
"626","48228","2"
"627","48229","2"
"628","48230","2"
"629","48231","2"
"630","48232","2"
"631","48233","2"
"632","48234","2"
"633","48235","2"
"634","48236","2"
"635","48237","2"
"636","48238","2"
"637","48239","2"
"638","48240","2"
"639","48241","2"
"640","48242","2"
"641","48243","2"
"642","48244","2"
"643","48245","2"
"644","48246","2"
"645","48247","2"
"646","48248","2"
"647","48249","2"
"648","48250","2"
"649","48251","2"
"650","48252","2"
"651","48253","2"
"652","48254","2"
"653","48255","2"
"654","48256","2"
"655","48257","2"
"656","48258","2"
"657","48259","2"
"658","48260","2"
"659","48261","2"
"660","48262","2"
"661","48263","2"
"662","48264","2"
"663","48265","2"
"664","48266","2"
"665","48267","2"
"666","48268","2"
"667","48269","2"
"668","48270","2"
"669","48271","7"
"670","48272","7"
"671","48273","7"
"672","48274","7"
"673","48275","7"
"674","48276","7"
"675","48277","7"
"676","48278","7"
"677","48279","7"
"678","48280","7"
"679","48281","7"
"680","48282","7"
"681","48283","7"
"682","48284","7"
"683","48285","7"
"684","48286","7"
"685","48287","7"
"686","48288","7"
"687","48289","7"
"688","48290","7"
"689","48291","7"
"690","48292","7"
"691","48293","7"
"692","48294","7"
"693","48295","7"
"694","48296","7"
"695","48297","7"
"696","48298","7"
"697","48299","7"
"698","48300","7"
"699","48301","7"
"700","48302","7"
"701","48303","7"
"702","48304","7"
"703","48305","7"
"704","48306","7"
"705","48307","7"
"706","48308","7"
"707","48309","7"
"708","48310","7"
"709","48311","7"
"710","48312","7"
"711","48313","7"
"712","48314","7"
"713","48315","7"
"714","48316","7"
"715","48317","7"
"716","48318","7"
"717","48319","7"
"718","48320","7"
"719","48321","7"
"720","48322","7"
"721","48323","7"
"722","48324","7"
"723","48325","7"
"724","48326","7"
"725","48327","7"
"726","48328","7"
"727","48329","7"
"728","48330","7"
"729","48331","7"
"730","48332","7"
"731","48333","7"
"732","48334","7"
"733","48335","7"
"734","48336","7"
"735","48337","7"
"736","48338","7"
"737","48339","7"
"738","48340","7"
"739","48341","7"
"740","48342","7"
"741","48343","7"
"742","48344","7"
"743","48345","7"
"744","48346","7"
"745","48347","7"
"746","48348","7"
"747","48349","7"
"748","48350","7"
"749","48351","7"
"750","48352","7"
"751","48353","7"
"752","48354","7"
"753","48355","7"
"754","48356","7"
"755","48357","7"
"756","48358","38"
"757","48359","7"
"758","48360","7"
"759","48361","2"
"760","48362","7"
"761","48363","7"
"762","48364","2"
"763","48365","7"
"764","48366","7"
"765","48367","2"
"766","48368","7"
"767","48369","2"
"768","48370","2"
"769","48371","7"
"770","48372","7"
"771","48373","51"
"772","48374","51"
"773","48375","7"
"774","48376","51"
"775","48377","52"
"776","48378","53"
"777","48379","7"
"778","48380","53"
"779","48381","54"
"780","48382","54"
"781","48383","7"
"782","48384","7"
"783","48385","7"
"784","48386","7"
"785","48387","7"
"786","48388","7"
"787","48389","7"
"788","48390","7"
"789","48391","7"
"790","48392","7"
"791","48393","7"
"792","48394","7"
"793","48395","2"
"794","48396","2"
"795","48397","2"
"796","48398","7"
"797","48399","7"
"798","48400","7"
"799","48401","2"
"800","48402","7"
"801","48403","7"
"802","48404","7"
"803","48405","7"
"804","48406","7"
"805","48407","7"
"806","48408","7"
"807","48409","7"
"808","48410","7"
"809","48411","7"
"810","48412","7"
"811","48413","7"
"812","48414","7"
"813","48415","7"
"814","48416","7"
"815","48417","7"
"816","48418","7"
"817","48419","7"
"818","48420","7"
"819","48421","7"
"820","48422","7"
"821","48423","7"
"822","48424","7"
"823","48425","7"
"824","48426","7"
"825","48427","7"
"826","48428","7"
"827","48429","7"
"828","48430","7"
"829","48431","7"
"830","48432","7"
"831","48433","7"
"832","48434","7"
"833","48435","7"
"834","48436","7"
"835","48437","7"
"836","48438","7"
"837","48439","7"
"838","48440","7"
"839","48441","7"
"840","48442","7"
"841","48443","7"
"842","48444","7"
"843","48445","7"
"844","48446","7"
"845","48447","7"
"846","48448","7"
"847","48449","7"
"848","48450","7"
"849","48451","7"
"850","48452","7"
"851","48453","7"
"852","48454","7"
"853","48455","7"
"854","48456","7"
"855","48457","7"
"856","48458","7"
"857","48459","7"
"858","48460","7"
"859","48461","7"
"860","48462","7"
"861","48463","7"
"862","48464","7"
"863","48465","7"
"864","48466","7"
"865","48467","7"
"866","48468","7"
"867","48469","7"
"868","48470","7"
"869","48471","7"
"870","48472","7"
"871","48473","7"
"872","48474","7"
"873","48475","7"
"874","48476","7"
"875","48477","7"
"876","48478","7"
"877","48479","7"
"878","48480","7"
"879","48481","7"
"880","48482","7"
"881","48483","7"
"882","48484","7"
"883","48485","7"
"884","48486","7"
"885","48487","7"
"886","48488","7"
"887","48489","7"
"888","48490","7"
"889","48491","7"
"890","48492","7"
"891","48493","7"
"892","48494","7"
"893","48495","7"
"894","48496","7"
"895","48497","7"
"896","48498","7"
"897","48499","7"
"898","48500","7"
"899","48501","7"
"900","48502","7"
"901","48503","7"
"902","48504","7"
"903","48505","7"
"904","48506","7"
"905","48507","7"
"906","48508","7"
"907","48509","7"
"908","48510","7"
"909","48511","7"
"910","48512","7"
"911","48513","7"
"912","48514","7"
"913","48515","7"
"914","48516","7"
"915","48517","7"
"916","48518","7"
"917","48519","7"
"918","48520","7"
"919","48521","7"
"920","48522","7"
"921","48523","7"
"922","48524","7"
"923","48525","7"
"924","48526","7"
"925","48527","7"
"926","48528","7"
"927","48529","7"
"928","48530","7"
"929","48531","7"
"930","48532","7"
"931","48533","7"
"932","48534","7"
"933","48535","7"
"934","48536","7"
"935","48537","7"
"936","48538","7"
"937","48539","7"
"938","48540","7"
"939","48541","7"
"940","48542","7"
"941","48543","7"
"942","48544","7"
"943","48545","7"
"944","48546","7"
"945","48547","2"
"946","48548","2"
"947","48549","7"
"948","48550","7"
"949","48551","7"
"950","48552","7"
"951","48553","7"
"952","48554","2"
"953","48555","7"
"954","48556","7"
"955","48557","7"
"956","48558","7"
"957","48559","7"
"958","48560","2"
"959","48561","7"
"960","48562","7"
"961","48563","7"
"962","48564","7"
"963","48565","7"
"964","48566","7"
"965","48567","7"
"966","48568","7"
"967","48569","7"
"968","48570","2"
"969","48571","7"
"970","48572","7"
"971","48573","7"
"972","48574","7"
"973","48575","7"
"974","48576","7"
"975","48577","7"
"976","48578","7"
"977","48579","7"
"978","48580","7"
"979","48581","7"
"980","48582","2"
"981","48583","7"
"982","48584","2"
"983","48585","7"
"984","48586","7"
"985","48587","7"
"986","48588","7"
"987","48589","7"
"988","48590","7"
"989","48591","2"
"990","48592","7"
"991","48593","7"
"992","48594","7"
"993","48595","7"
"994","48596","7"
"995","48597","7"
"996","48598","7"
"997","48599","7"
"998","48600","7"
"999","48601","55"
"1000","48602","2"
"1001","48603","56"
"1002","48604","2"
"1003","48605","2"
"1004","48606","2"
"1005","48607","2"
"1006","48608","2"
"1007","48609","2"
"1008","48610","2"
"1009","48611","7"
"1010","48612","7"
"1011","48613","7"
"1012","48614","7"
"1013","48615","7"
"1014","48616","7"
"1015","48617","7"
"1016","48618","7"
"1017","48619","7"
"1018","48620","7"
"1019","48621","7"
"1020","48622","7"
"1021","48623","7"
"1022","48624","7"
"1023","48625","7"
"1024","48626","7"
"1025","48627","7"
"1026","48628","7"
"1027","48629","7"
"1028","48630","7"
"1029","48631","7"
"1030","48632","7"
"1031","48633","7"
"1032","48634","7"
"1033","48635","7"
"1034","48637","7"
"1035","48638","7"
"1036","48639","7"
"1037","48640","7"
"1038","48641","7"
"1039","48642","7"
"1040","48643","7"
"1041","48644","7"
"1042","48645","7"
"1043","48646","7"
"1044","48647","7"
"1045","48648","7"
"1046","48649","7"
"1047","48650","7"
"1048","48651","7"
"1049","48652","7"
"1050","48653","7"
"1051","48654","7"
"1052","48655","7"
"1053","48656","7"
"1054","48657","7"
"1055","48658","7"
"1056","48659","7"
"1057","48660","7"
"1058","48661","7"
"1059","48662","7"
"1060","48663","7"
"1061","48664","7"
"1062","48665","7"
"1063","48666","7"
"1064","48667","7"
"1065","48668","7"
"1066","48669","7"
"1067","48670","7"
"1068","48671","7"
"1069","48672","7"
"1070","48673","7"
"1071","48674","7"
"1072","48675","7"
"1073","48676","7"
"1074","48677","7"
"1075","48678","7"
"1076","48679","7"
"1077","48680","7"
"1078","48681","7"
"1079","48682","7"
"1080","48683","7"
"1081","48684","7"
"1082","48685","7"
"1083","48686","7"
"1084","48687","7"
"1085","48688","7"
"1086","48689","7"
"1087","48690","7"
"1088","48691","7"
"1089","48692","7"
"1090","48693","7"
"1091","48694","7"
"1092","48695","7"
"1093","48696","7"
"1094","48697","7"
"1095","48698","7"
"1096","48699","7"
"1097","48700","7"
"1098","48701","7"
"1099","48702","7"
"1100","48703","7"
"1101","48704","7"
"1102","48705","7"
"1103","48706","7"
"1104","48707","7"
"1105","48708","7"
"1106","48709","7"
"1107","48710","7"
"1108","48711","7"
"1109","48712","7"
"1110","48713","7"
"1111","48714","7"
"1112","48715","7"
"1113","48716","7"
"1114","48717","7"
"1115","48718","7"
"1116","48719","7"
"1117","48720","7"
"1118","48721","7"
"1119","48722","7"
"1120","48723","7"
"1121","48724","7"
"1122","48725","7"
"1123","48726","7"
"1124","48727","7"
"1125","48728","7"
"1126","48729","7"
"1127","48730","7"
"1128","48731","7"
"1129","48732","7"
"1130","48733","7"
"1131","48734","7"
"1132","48735","7"
"1133","48736","7"
"1134","48737","2"
"1135","48738","57"
"1136","48739","58"
"1137","48740","59"
"1138","48741","7"
"1139","48742","7"
"1140","48743","7"
"1141","48744","7"
"1142","48745","7"
"1143","48746","7"
"1144","48747","7"
"1145","48748","7"
"1146","48749","7"
"1147","48750","7"
"1148","48751","7"
"1149","48752","7"
"1150","48753","7"
"1151","48754","7"
"1152","48755","7"
"1153","48756","7"
"1154","48757","7"
"1155","48758","7"
"1156","48759","7"
"1157","48760","7"
"1158","48761","7"
"1159","48762","7"
"1160","48763","7"
"1161","48764","7"
"1162","48765","7"
"1163","48766","7"
"1164","48767","7"
"1165","48768","7"
"1166","48769","7"
"1167","48770","7"
"1168","48771","7"
"1169","48772","7"
"1170","48773","7"
"1171","48774","7"
"1172","48775","7"
"1173","48776","7"
"1174","48777","7"
"1175","48778","7"
"1176","48779","7"
"1177","48780","7"
"1178","48781","7"
"1179","48782","7"
"1180","48783","7"
"1181","48784","7"
"1182","48785","7"
"1183","48786","7"
"1184","48787","7"
"1185","48788","7"
"1186","48789","7"
"1187","48790","7"
"1188","48791","7"
"1189","48792","7"
"1190","48793","7"
"1191","48794","7"
"1192","48795","7"
"1193","48796","7"
"1194","48797","7"
"1195","48798","7"
"1196","48799","7"
"1197","48800","7"
"1198","48801","7"
"1199","48802","7"
"1200","48803","7"
"1201","48804","7"
"1202","48805","7"
"1203","48806","7"
"1204","48807","7"
"1205","48808","7"
"1206","48809","7"
"1207","48810","7"
"1208","48811","7"
"1209","48812","7"
"1210","48813","7"
"1211","48814","2"
"1212","48815","2"
"1213","48816","2"
"1214","48817","2"
"1215","48818","2"
"1216","48819","2"
"1217","48820","6"
"1218","48821","2"
"1219","48822","2"
"1220","48823","2"
"1221","48824","2"
"1222","48825","2"
"1223","48826","4"
"1224","48827","2"
"1225","48828","2"
"1226","48829","7"
"1227","48830","7"
"1228","48831","7"
"1229","48832","7"
"1230","48833","7"
"1231","48834","7"
"1232","48835","7"
"1233","48836","7"
"1234","48837","7"
"1235","48838","7"
"1236","48839","7"
"1237","48840","7"
"1238","48841","7"
"1239","48842","7"
"1240","48843","7"
"1241","48844","7"
"1242","48845","7"
"1243","48846","7"
"1244","48847","7"
"1245","48848","7"
"1246","48849","7"
"1247","48850","7"
"1248","48851","7"
"1249","48852","7"
"1250","48853","7"
"1251","48854","7"
"1252","48855","7"
"1253","48856","7"
"1254","48857","7"
"1255","48858","7"
"1256","48859","7"
"1257","48860","7"
"1258","48861","7"
"1259","48862","7"
"1260","48863","7"
"1261","48864","7"
"1262","48865","7"
"1263","48866","7"
"1264","48867","7"
"1265","48868","7"
"1266","48869","7"
"1267","48870","7"
"1268","48871","7"
"1269","48872","7"
"1270","48873","7"
"1271","48874","7"
"1272","48875","7"
"1273","48876","7"
"1274","48877","7"
"1275","48878","7"
"1276","48879","7"
"1277","48880","7"
"1278","48881","7"
"1279","48882","7"
"1280","48883","7"
"1281","48884","7"
"1282","48885","7"
"1283","48886","7"
"1284","48887","7"
"1285","48888","7"
"1286","48889","7"
"1287","48890","7"
"1288","48891","7"
"1289","48892","7"
"1290","48893","7"
"1291","48894","7"
"1292","48895","7"
"1293","48896","7"
"1294","48897","7"
"1295","48898","7"
"1296","48899","7"
"1297","48900","7"
"1298","48901","7"
"1299","48902","7"
"1300","48903","7"
"1301","48904","7"
"1302","48905","7"
"1303","48906","7"
"1304","48907","7"
"1305","48908","7"
"1306","48909","7"
"1307","48910","7"
"1308","48911","7"
"1309","48912","7"
"1310","48913","7"
"1311","48914","7"
"1312","48915","7"
"1313","48916","7"
"1314","48917","7"
"1315","48918","7"
"1316","48919","7"
"1317","48920","7"
"1318","48921","7"
"1319","48922","7"
"1320","48923","7"
"1321","48924","7"
"1322","48925","7"
"1323","48926","7"
"1324","48927","7"
"1325","48928","7"
"1326","48929","7"
"1327","48930","7"
"1328","48931","7"
"1329","48932","7"
"1330","48933","7"
"1331","48934","7"
"1332","48935","7"
"1333","48936","7"
"1334","48937","7"
"1335","48938","7"
"1336","48939","7"
"1337","48940","7"
"1338","48941","7"
"1339","48942","7"
"1340","48943","7"
"1341","48944","7"
"1342","48945","7"
"1343","48946","7"
"1344","48947","7"
"1345","48948","7"
"1346","48949","7"
"1347","48950","7"
"1348","48951","7"
"1349","48952","7"
"1350","48953","7"
"1351","48954","7"
"1352","48955","7"
"1353","48956","7"
"1354","48957","7"
"1355","48958","7"
"1356","48959","7"
"1357","48960","7"
"1358","48961","7"
"1359","48962","7"
"1360","48963","7"
"1361","48964","7"
"1362","48965","7"
"1363","48966","7"
"1364","48967","7"
"1365","48968","7"
"1366","48969","7"
"1367","48970","7"
"1368","48971","7"
"1369","48972","7"
"1370","48973","7"
"1371","48974","7"
"1372","48975","7"
"1373","48976","7"
"1374","48977","7"
"1375","48978","7"
"1376","48979","7"
"1377","48980","7"
"1378","48981","7"
"1379","48982","7"
"1380","48983","7"
"1381","48984","7"
"1382","48985","60"
"1383","48986","59"
"1384","48987","2"
"1385","48988","2"
"1386","48989","2"
"1387","48990","7"
"1388","48991","2"
"1389","48992","2"
"1390","48993","7"
"1391","48994","7"
"1392","48995","7"
"1393","48996","7"
"1394","48997","7"
"1395","48998","7"
"1396","48999","7"
"1397","49000","7"
"1398","49001","7"
"1399","49002","7"
"1400","49003","7"
"1401","49004","7"
"1402","49005","7"
"1403","49006","7"
"1404","49007","7"
"1405","49008","7"
"1406","49009","7"
"1407","49010","7"
"1408","49011","7"
"1409","49012","7"
"1410","49013","7"
"1411","49014","7"
"1412","49015","7"
"1413","49016","7"
"1414","49017","7"
"1415","49018","7"
"1416","49019","7"
"1417","49020","7"
"1418","49021","7"
"1419","49022","7"
"1420","49023","7"
"1421","49024","7"
"1422","49025","7"
"1423","49026","7"
"1424","49027","2"
"1425","49028","2"
"1426","49029","2"
"1427","49030","2"
"1428","49031","2"
"1429","49032","2"
"1430","49033","2"
"1431","49034","2"
"1432","49035","2"
"1433","49036","2"
"1434","49037","2"
"1435","49038","2"
"1436","49039","2"
"1437","49040","2"
"1438","49041","2"
"1439","49042","2"
"1440","49043","2"
"1441","49044","2"
"1442","49045","2"
"1443","49046","2"
"1444","49047","2"
"1445","49048","2"
"1446","49049","2"
"1447","49050","2"
"1448","49051","2"
"1449","49052","2"
"1450","49053","2"
"1451","49054","2"
"1452","49055","2"
"1453","49056","2"
"1454","49057","2"
"1455","49058","2"
"1456","49059","2"
"1457","49060","2"
"1458","49061","2"
"1459","49062","2"
"1460","49063","2"
"1461","49064","2"
"1462","49065","2"
"1463","49066","2"
"1464","49067","2"
"1465","49068","2"
"1466","49069","2"
"1467","49070","4"
"1468","49071","2"
"1469","49072","2"
"1470","49073","4"
"1471","49074","2"
"1472","49075","2"
"1473","49076","4"
"1474","49077","2"
"1475","49078","2"
"1476","49079","4"
"1477","49080","2"
"1478","49081","2"
"1479","49082","4"
"1480","49083","2"
"1481","49084","4"
"1482","49085","4"
"1483","49086","2"
"1484","49087","2"
"1485","49088","2"
"1486","49089","2"
"1487","49090","2"
"1488","49091","2"
"1489","49092","2"
"1490","49093","2"
"1491","49094","2"
"1492","49095","2"
"1493","49096","2"
"1494","49097","2"
"1495","49098","2"
"1496","49099","2"
